Kicker Pass_Power VelMod VelX VelY PosX PosY
0 600 302.76248318927 -152.31533813477 -261.6584777832 410.76440429688 286.80480957031
0 600 289.062156295 -145.65200805664 -249.68464660645 408.99261474609 283.78155517578
0 600 293.0826646431 -139.18347167969 -257.92520141602 407.30206298828 280.13204956055
0 600 500.95746941187 -239.19697570801 -440.16268920898 401.55767822266 269.60751342773
0 600 577.82490960627 -281.61825561523 -504.55206298828 396.7190246582 261.23516845703
0 600 575.18925981596 -276.44491577148 -504.40151977539 393.16525268555 254.51364135742
0 600 520.92821830544 -244.01411437988 -460.24267578125 390.74026489258 249.50521850586
0 600 525.43052489109 -245.89489746094 -464.34140014648 387.41363525391 243.20930480957
0 600 491.74117618499 -225.08798217773 -437.20108032227 384.94400024414 238.07331848145
0 600 449.03074376699 -208.01052856445 -397.94500732422 382.60681152344 233.77029418945
0 600 464.08315162412 -226.28230285645 -405.17834472656 379.12292480469 228.18310546875
0 600 428.83487727179 -206.21029663086 -376.00088500977 376.88623046875 223.91519165039
0 600 398.97839213518 -198.06793212891 -346.34210205078 374.45333862305 220.05497741699
0 600 407.87694646241 -196.79579162598 -357.26043701172 371.86190795898 215.01257324219
0 600 397.87715920568 -188.37641906738 -350.45764160156 369.56530761719 210.51359558105
0 600 472.02234236655 -223.85684204102 -415.56372070313 365.67413330078 203.30946350098
0 600 489.1589212894 -242.32563781738 -424.91732788086 361.97128295898 197.40493774414
0 600 447.80241595346 -222.57070922852 -388.57339477539 359.50836181641 193.15245056152
0 600 407.80749212972 -200.2610168457 -355.24987792969 357.40817260742 189.26712036133
0 600 363.73482417512 -179.53598022461 -316.33819580078 355.54382324219 186.04336547852
0 600 435.98583111268 -218.46353149414 -377.30270385742 351.63647460938 179.45516967773
0 600 445.42351937153 -224.29940795898 -384.82708740234 348.49673461914 174.13192749023
0 600 415.94569253375 -202.35804748535 -363.40341186523 346.35919189453 169.83386230469
0 600 387.79630894668 -190.78393554688 -337.62030029297 344.11108398438 165.99095153809
0 600 393.57346115484 -191.70541381836 -343.7282409668 341.53146362305 161.25186157227
0 600 380.93657971457 -188.49301147461 -331.03332519531 339.10028076172 157.16241455078
0 600 415.20708286134 -206.83688354492 -360.02142333984 335.87384033203 151.62155151367
0 600 400.16120224374 -195.40637207031 -349.20672607422 333.56042480469 147.24174499512
0 600 380.43477088803 -183.44277954102 -333.28570556641 331.42016601563 143.20468139648
0 600 393.80942099311 -188.9755859375 -345.50555419922 328.75912475586 138.28575134277
0 600 390.43965968863 -193.76449584961 -338.96673583984 326.05328369141 133.93325805664
0 600 371.40921178464 -187.82461547852 -320.41647338867 323.70068359375 130.13494873047
0 600 392.57726102933 -199.88694763184 -337.87884521484 320.72735595703 125.18377685547
0 600 434.36822736389 -218.45959472656 -375.43463134766 317.34008789063 119.21852111816
0 600 417.81354102841 -205.18049621582 -363.96307373047 314.94360351563 114.65875244141
0 600 395.45914688283 -194.28414916992 -344.44390869141 312.63153076172 110.56483459473
0 600 410.90251475875 -201.79350280762 -357.93890380859 309.74908447266 105.4475479126
0 600 436.26023537502 -213.27055358887 -380.57675170898 306.61227416992 99.794853210449
0 600 416.89244512835 -201.71728515625 -364.84167480469 304.21786499023 95.332290649414
0 600 435.25303250387 -210.72004699707 -380.84414672852 301.17828369141 89.845542907715
0 600 420.61273764352 -205.12036132813 -367.20663452148 298.58636474609 85.297859191895
0 600 385.02884565686 -190.15724182129 -334.79461669922 296.43322753906 81.661972045898
0 600 397.42453492132 -198.7658996582 -344.14877319336 293.56307983398 76.834350585938
0 600 438.8980802425 -222.1644744873 -378.51614379883 290.00311279297 70.909469604492
0 600 476.95760833095 -241.74662780762 -411.15341186523 286.2795715332 64.593627929688
0 600 459.97218651075 -228.42497253418 -399.2448425293 283.57421875 59.574596405029
0 600 417.1853212059 -209.18228149414 -360.95202636719 281.27673339844 55.740184783936
0 600 376.57319863305 -190.27305603027 -324.96697998047 279.22283935547 52.32661819458
0 600 386.76786955914 -192.86265563965 -335.25122070313 276.58517456055 47.593864440918
0 600 369.96838380004 -184.73799133301 -320.54403686523 274.32955932617 43.69567489624
0 600 346.13678721131 -172.95370483398 -299.82943725586 272.32458496094 40.227153778076
0 600 298.61066340779 -141.99127197266 -262.69146728516 271.22235107422 37.67338180542
0 600 298.32530656287 -144.24732971191 -261.13348388672 269.24142456055 34.231407165527
0 600 287.1827591535 -142.95669555664 -249.07292175293 267.36831665039 31.218551635742
0 600 331.55475219102 -165.59146118164 -287.24209594727 264.58218383789 26.41353225708
0 600 343.74920042918 -171.64909362793 -297.82562255859 262.13876342773 22.17214012146
0 600 384.00812395175 -191.87899780273 -332.63296508789 259.06353759766 16.84779548645
0 600 388.05054286128 -192.88102722168 -336.71966552734 256.46621704102 12.253794670105
0 600 367.34499927357 -181.50827026367 -319.3698425293 254.3366394043 8.4387741088867
0 600 454.41486564883 -243.58586120605 -383.61282348633 249.50289916992 1.6826922893524
0 600 500.45577165191 -245.36352539063 -436.1796875 246.18598937988 -5.47598695755
0 600 520.27355302259 -264.13446044922 -448.23828125 242.18464660645 -11.760562896729
0 600 503.50246679324 -257.14141845703 -432.88916015625 238.93473815918 -17.140287399292
0 600 441.83583892609 -223.82919311523 -380.94540405273 236.80139160156 -20.892528533936
0 600 418.0541335017 -191.45590209961 -371.63677978516 235.07571411133 -25.609874725342
0 600 399.74141166461 -174.90895080566 -359.44409179688 233.16630554199 -30.090969085693
0 600 386.14842795887 -167.69223022461 -347.83605957031 231.11479187012 -34.432228088379
0 600 375.17684063084 -166.11392211914 -336.39831542969 228.94026184082 -38.625335693359
0 600 337.42626056339 -152.57034301758 -300.96307373047 227.25198364258 -41.732894897461
0 600 292.69663229732 -135.14585876465 -259.62841796875 225.89518737793 -44.138614654541
0 600 314.43846755026 -149.37850952148 -276.69046020508 223.53987121582 -48.263710021973
0 600 302.85963430227 -146.3063659668 -265.17617797852 221.66760253906 -51.505229949951
