Kicker Pass_Power VelMod VelX VelY PosX PosY
0 650 225.53853519207 -4.3924884796143 -225.49575805664 314.25729370117 228.94827270508
0 650 259.88818028285 -4.3969373703003 -259.85098266602 314.13909912109 220.32498168945
0 650 310.28595930549 -4.9565544128418 -310.2463684082 314.05868530273 214.90087890625
0 650 380.90831559492 -5.8966774940491 -380.86267089844 313.9560546875 208.01863098145
0 650 446.90175587039 -6.8587446212769 -446.84912109375 313.84002685547 200.3748626709
0 650 496.72280200171 -7.660581111908 -496.66372680664 313.71740722656 192.48004150391
0 650 527.43001726343 -8.2390565872192 -527.36566162109 313.5927734375 184.66415405273
0 650 540.86203862443 -8.601372718811 -540.79364013672 313.46881103516 177.11050415039
0 650 540.91435552559 -8.7884225845337 -540.84295654297 313.34686279297 169.89801025391
0 650 517.29651209669 -8.8344135284424 -517.22106933594 313.10989379883 156.51510620117
0 650 517.29651209669 -8.8344135284424 -517.22106933594 313.10989379883 156.51510620117
0 650 500.08228734179 -8.7757930755615 -500.00527954102 312.99438476563 150.28819274902
0 650 482.02658877566 -8.700611114502 -481.94805908203 312.88031005859 144.32353210449
0 650 464.4486314277 -8.6238613128662 -464.36856079102 312.76727294922 138.58106994629
0 650 449.54050832044 -8.552942276001 -449.45913696289 312.65505981445 132.96917724609
0 650 438.20971537977 -8.491156578064 -438.12744140625 312.54339599609 127.41697692871
0 650 430.2893517167 -8.438250541687 -430.20660400391 312.43225097656 121.88323974609
0 650 425.1078396099 -8.3922500610352 -425.02499389648 312.32153320313 116.34861755371
0 650 421.85889188016 -8.3516139984131 -421.77621459961 312.2112121582 110.80793762207
0 650 419.80847003679 -8.3140182495117 -419.72613525391 312.10131835938 105.26396179199
0 650 418.3851925496 -8.2784175872803 -418.30328369141 311.99185180664 99.722930908203
0 650 417.19698653357 -8.243314743042 -417.11553955078 311.88284301758 94.191734313965
0 650 416.00853646627 -8.208197593689 -415.92755126953 311.77429199219 88.676383972168
0 650 414.70303876491 -8.1728134155273 -414.62249755859 311.66619873047 83.181427001953
0 650 413.24278555154 -8.1373996734619 -413.16265869141 311.55862426758 77.709884643555
0 650 411.63563864982 -8.1014461517334 -411.55590820313 311.45153808594 72.263526916504
0 650 409.91089228611 -8.065110206604 -409.83154296875 311.34490966797 66.843154907227
0 650 408.10345457478 -8.0285339355469 -408.02447509766 311.23883056641 61.448997497559
0 650 406.24481579305 -7.9918313026428 -406.16619873047 311.13317871094 56.080921173096
0 650 404.35953935535 -7.9550795555115 -404.28128051758 311.0280456543 50.738658905029
0 650 402.46440761999 -7.9183263778687 -402.38650512695 310.92340087891 45.421913146973
0 650 400.56945939633 -7.8815956115723 -400.4919128418 310.81927490234 40.130420684814
0 650 396.79661447969 -7.8079056739807 -396.71978759766 310.61245727539 29.622491836548
0 650 394.91982027826 -7.7711534500122 -394.84335327148 310.509765625 24.405851364136
0 650 393.04809378202 -7.7345418930054 -392.97198486328 310.40756225586 19.21403503418
0 650 391.17993227175 -7.6976823806763 -391.10418701172 310.30587768555 14.047030448914
0 650 389.31391117612 -7.6610565185547 -389.23852539063 310.20465087891 8.9048452377319
0 650 385.58458166148 -7.5876593589783 -385.50991821289 310.00372314453 -1.3050169944763
0 650 385.58458166148 -7.5876593589783 -385.50991821289 310.00372314453 -1.3050169944763
0 650 383.72011379905 -7.5508880615234 -383.64581298828 309.90399169922 -6.3726711273193
0 650 381.85540661939 -7.5143594741821 -381.78146362305 309.80474853516 -11.415461540222
0 650 379.99042068727 -7.4776201248169 -379.91683959961 309.70596313477 -16.43338394165
0 650 378.12515846113 -7.4407949447632 -378.05194091797 309.6076965332 -21.426431655884
