Kicker Pass_Power VelMod VelX VelY PosX PosY
0 800 264.8654209457 -129.90158081055 230.82302856445 421.64932250977 -273.2668762207
0 800 240.87067569917 -116.1587677002 211.01142883301 417.93026733398 -266.36932373047
0 800 405.20173766282 -193.88363647461 355.80554199219 413.35946655273 -257.92611694336
0 800 490.81169669605 -233.96542358398 431.45834350586 409.21597290039 -250.24060058594
0 800 740.0031125034 -348.90783691406 652.58557128906 401.62738037109 -235.8902130127
0 800 808.23505870646 -378.90277099609 713.91638183594 395.80905151367 -224.80448913574
0 800 831.42610848159 -392.71624755859 732.83239746094 390.21990966797 -214.55012512207
0 800 829.56851979524 -392.95141601563 730.59777832031 384.97454833984 -204.86592102051
0 800 876.46801753775 -416.75958251953 771.04321289063 378.80953979492 -193.55206298828
0 800 813.53576323952 -386.87503051758 715.65924072266 374.41467285156 -185.42485046387
0 800 765.88290270535 -363.92892456055 673.89343261719 370.14849853516 -177.50662231445
0 800 671.60787003505 -317.75067138672 591.68542480469 367.09158325195 -171.71768188477
0 800 689.04411092718 -322.71820068359 608.79779052734 362.66174316406 -163.16320800781
0 800 637.86497155206 -296.83322143555 564.58990478516 359.36529541016 -156.76473999023
0 800 733.18044093182 -343.64645385742 647.65783691406 353.58734130859 -146.00712585449
0 800 710.71094862684 -334.64233398438 626.99645996094 349.35549926758 -138.17501831055
0 800 610.53154363852 -289.7239074707 537.40936279297 342.30218505859 -125.2274017334
0 800 680.87204721174 -323.37591552734 599.17840576172 337.13079833984 -115.66032409668
0 800 495.96610547826 -225.93733215332 441.51409912109 336.60760498047 -113.80139160156
0 800 372.66011999926 -167.05534362793 333.11871337891 335.88446044922 -112.12902832031
0 800 354.21632000988 -168.11898803711 311.77749633789 333.61572265625 -108.51721191406
0 800 531.83929063913 -256.12103271484 466.10626220703 327.95254516602 -98.359756469727
0 800 633.06568545487 -297.64559936523 558.73004150391 322.92306518555 -88.543716430664
0 800 621.63681007125 -289.92617797852 549.88647460938 319.2546081543 -81.437828063965
0 800 647.52752074088 -310.41119384766 568.27526855469 314.59246826172 -73.391036987305
0 800 597.20450535896 -288.91088867188 522.66979980469 311.28961181641 -67.587211608887
0 800 602.12825426283 -290.92691040039 527.18115234375 307.35906982422 -60.442878723145
0 800 547.32011478379 -268.05328369141 477.18627929688 304.36938476563 -55.357635498047
