Kicker Pass_Power VelMod VelX VelY PosX PosY
0 800 148.85004100388 86.471008300781 121.15733337402 47.596290588379 -341.82876586914
0 800 135.76809401571 79.83854675293 109.81248474121 49.479286193848 -339.32479858398
0 800 130.85547924922 76.754508972168 105.98066711426 51.383056640625 -336.71493530273
0 800 183.03075619316 107.02796936035 148.47650146484 54.87886428833 -331.84857177734
0 800 271.66728961423 158.90701293945 220.3444519043 58.32300567627 -327.07461547852
0 800 347.3314306953 203.33557128906 281.59149169922 62.169178009033 -321.75534057617
0 800 364.05566522267 213.35270690918 294.98669433594 65.269790649414 -317.47998046875
0 800 384.90754308489 224.83329772949 312.41607666016 68.56086730957 -312.86917114258
0 800 364.1533341051 213.52079772949 294.9856262207 71.118812561035 -309.38131713867
0 800 398.30691259614 233.75280761719 322.50274658203 74.752395629883 -304.37829589844
0 800 381.4265392401 223.76818847656 308.89157104492 77.480880737305 -300.60748291016
0 800 376.06563134387 221.18574523926 304.14178466797 80.364059448242 -296.67358398438
0 800 439.15655565859 258.89385986328 354.72869873047 84.779319763184 -290.65151977539
0 800 460.86696677014 272.38323974609 371.76031494141 88.755714416504 -285.25958251953
0 800 455.33499279847 269.40084838867 367.08737182617 92.271530151367 -280.48446655273
0 800 531.76273688665 315.12841796875 428.32894897461 97.641464233398 -273.20883178711
0 800 539.35269493603 319.56637573242 434.48666381836 102.01573181152 -267.25836181641
0 800 482.68054498229 286.22125244141 388.66168212891 104.98014068604 -263.24691772461
0 800 432.92152470073 257.04995727539 348.34805297852 107.66221618652 -259.63220214844
0 800 428.14079958651 254.37190246582 344.38275146484 110.98542785645 -255.14175415039
0 800 382.49087448366 227.92150878906 307.16616821289 113.3486328125 -251.99697875977
0 800 326.13197132117 194.51608276367 261.77386474609 115.08876037598 -249.66630554199
0 800 302.86142693168 180.3844909668 243.28271484375 117.13285827637 -246.8949432373
0 800 363.10340282257 216.55465698242 291.45867919922 120.94431304932 -241.7780456543
0 800 361.92422079072 215.49716186523 290.77502441406 123.79058837891 -237.9185333252
0 800 390.24263326935 232.87484741211 313.14312744141 127.33953857422 -233.17182922363
0 800 398.76917890157 237.0464630127 320.66467285156 130.60673522949 -228.70414733887
0 800 425.93640647129 253.89054870605 341.99621582031 134.42227172852 -223.59924316406
0 800 426.96486488438 253.76168823242 343.37152099609 137.8024597168 -218.98580932617
0 800 384.21812527933 228.55290222168 308.84808349609 140.20582580566 -215.74983215332
0 800 448.69005512196 266.61773681641 360.88467407227 144.73318481445 -209.60861206055
0 800 464.31748788062 275.13858032227 374.01803588867 148.61938476563 -204.28619384766
0 800 422.37019670708 249.70462036133 340.65258789063 151.29899597168 -200.59655761719
0 800 358.74095487418 212.0044708252 289.39450073242 153.16258239746 -198.04748535156
